,game,number of moves,faulty_move,moves place in top 10,moves score (centipawns),Comments
77,1.e4 1...c5 2.Nf3 2...a5 3.d4 3...h5 4.dxc5 4...Nf6 5.Nc3 5...Qc7 6.Bd3 6...a4,5.0,Bxa4,"[3, 'None', 1, 'None', 1, 'None', 1, 'None', 8, 'None']","[50, 'None', 129, 'None', 311, 'None', 617, 'None', 263, 'None']",
78,1.e4 1...c5 2.Nf3 2...h5 3.d4 3...Nc6 4.dxc5 4...Nb8 5.Bd3 5...h4,4.0,Bxh4,"[3, 'None', 1, 'None', 4, 'None', -100, 'None']","[50, 'None', 101, 'None', 65, 'None', -100, 'None']",
79,1.e4 1...c5 2.Nf3 2...h6 3.d4 3...d5 4.e5 4...Qc7 5.Nc3 5...Qc6 6.Bd3 6...Nd7 7.Bxh6 7...a6 8.Bd2 8...Nb8 9.Bxa6 9...bxa6,8.0,Nd4,"[3, 'None', 2, 'None', 5, 'None', 1, 'None', 6, 'None', -100, 'None', 5, 'None', -100, 'None']","[50, 'None', 66, 'None', 73, 'None', 165, 'None', 160, 'None', -100, 'None', 156, 'None', -100, 'None']",
80,1.e4 1...c5 2.Nf3 2...g6 3.d4 3...Nh6 4.dxc5 4...g5 5.Nxg5 5...Rg8 6.Nf3 6...Rg4 7.Bf4 7...Rxf4,6.0,Qd8#,"[3, 'None', 1, 'None', 1, 'None', 5, 'None', 12, 'None', -100, 'None']","[50, 'None', 30, 'None', 225, 'None', 342, 'None', 334, 'None', -100, 'None']",
81,1.e4 1...c5 2.Nf3 2...h6 3.d4 3...f5 4.dxc5 4...Na6 5.Bd3 5...Nb8,4.0,Bd3,"[3, 'None', 2, 'None', 10, 'None', -100, 'None']","[50, 'None', 66, 'None', 252, 'None', -100, 'None']",
82,1.e4 1...c5 2.Nf3 2...d6 3.d4 3...Nf6 4.dxc5 4...Bg4 5.Bb5+ 5...Qd7 6.Bxd7+ 6...Nbxd7 7.Qd4 7...b5,6.0,Qxb5,"[3, 'None', 3, 'None', 7, 'None', 6, 'None', 1, 'None', -100, 'None']","[50, 'None', 32, 'None', 23, 'None', 107, 'None', 421, 'None', -100, 'None']",
83,1.e4 1...c5 2.Nf3 2...Nf6 3.d4 3...b6 4.dxc5 4...Na6 5.Bxa6 5...Qc7 6.Bd3 6...Bb7 7.Qe2 7...Bc6,6.0,Qe5,"[3, 'None', 4, 'None', 6, 'None', 4, 'None', 1, 'None', 3, 'None']","[50, 'None', -12, 'None', 89, 'None', 129, 'None', 694, 'None', 578, 'None']",
84,1.e4 1...c5 2.Nf3 2...e6 3.d4 3...Nf6 4.dxc5 4...d6 5.Nc3 5...h6 6.Bg5 6...h5 7.Bxf6 7...Be7 8.Qd2 8...Bxf6,7.0,Qxh5,"[3, 'None', 1, 'None', 19, 'None', 2, 'None', -100, 'None', -100, 'None', 10, 'None']","[50, 'None', 61, 'None', -121, 'None', 109, 'None', -100, 'None', -100, 'None', 249, 'None']",
85,1.e4 1...c5 2.Nf3 2...f6 3.d4 3...cxd4 4.Nxd4 4...d6 5.Nc3 5...Bd7 6.Bc4 6...Nc6 7.Bxf7+ 7...Kxf7 8.Nxc6 8...Qb6 9.Nd5+ 9...Nh6,8.0,checkmate,"[3, 'None', 9, 'None', 1, 'None', 2, 'None', 1, 'None', -100, 'None', 2, 'None', -100, 'None']","[50, 'None', 103, 'None', 160, 'None', 219, 'None', 236, 'None', -100, 'None', -323, 'None', -100, 'None']",
86,1.e4 1...c5 2.Nf3 2...g6 3.d4 3...Qb6 4.dxc5 4...Bg7 5.Nc3 5...h6 6.Bd3 6...Kf8 7.Bxh6 7...Qd8,6.0,Qd3,"[3, 'None', 1, 'None', 7, 'None', 6, 'None', 18, 'None', 6, 'None']","[50, 'None', 30, 'None', 110, 'None', 90, 'None', 67, 'None', 164, 'None']",
87,1.e4 1...c5 2.Nf3 2...Nc6 3.d4 3...b6 4.dxc5 4...f5 5.exf5 5...h6 6.Nc3 6...g5 7.h4 7...Rb8 8.hxg5 8...Nb4 9.Bd3 9...Bg7 10.Qe2 10...d6 11.Nd5 11...Nc6 12.Nf6+ 12...Kf8 13.Nxh7 13...Ke8,12.0,Qxg5,"[3, 'None', 4, 'None', 6, 'None', 5, 'None', 3, 'None', 1, 'None', 1, 'None', -100, 'None', 5, 'None', 8, 'None', -100, 'None', 9, 'None']","[50, 'None', 31, 'None', 86, 'None', 175, 'None', 328, 'None', 494, 'None', 438, 'None', -100, 'None', 422, 'None', 391, 'None', -100, 'None', 297, 'None']",
88,1.e4 1...c5 2.Nf3 2...f5 3.d4 3...b6 4.dxc5 4...h5 5.Nc3 5...g6,4.0,Bxh5,"[3, 'None', 6, 'None', -100, 'None', 13, 'None']","[50, 'None', 57, 'None', -100, 'None', 286, 'None']",
89,1.e4 1...c5 2.Nf3 2...f6 3.d4 3...Qc7 4.dxc5 4...g5 5.Bf4 5...Nh6 6.Bxg5 6...Bg7 7.Qd4 7...b6 8.Qd3 8...Bb7 9.Qd6 9...Ng8 10.Qd7 10...Kxd7,9.0,checkmate,"[3, 'None', 9, 'None', 10, 'None', -100, 'None', 9, 'None', 3, 'None', -100, 'None', -100, 'None', -100, 'None']","[50, 'None', 103, 'None', 111, 'None', -100, 'None', -18, 'None', 363, 'None', -100, 'None', -100, 'None', -100, 'None']",
90,1.e4 1...Nf6 2.d4 2...d6 3.Nc3 3...h5,2.0,Bxh5,"[3, 'None', 1, 'None']","[-2, 'None', 143, 'None']",
91,1.e4 1...Nf6 2.d4 2...b5 3.Bxb5 3...c6 4.Bc4 4...Qb6 5.Nc3 5...g6 6.Nd5 6...g5,5.0,Bxf7+,"[3, 'None', 13, 'None', 6, 'None', 2, 'None', -100, 'None']","[-2, 'None', 33, 'None', 22, 'None', 157, 'None', -100, 'None']",
92,1.e4 1...Nf6 2.d4 2...g6 3.Nc3 3...a5 4.Bg5 4...b6 5.Bxf6 5...d6 6.e5 6...Bd7 7.e6 7...Rg8 8.Qe2 8...Bb5,7.0,Qe7,"[3, 'None', 3, 'None', 9, 'None', -100, 'None', -100, 'None', 4, 'None', 12, 'None']","[-2, 'None', 72, 'None', 132, 'None', -100, 'None', -100, 'None', 540, 'None', 552, 'None']",
93,1.e4 1...Nf6 2.e5 2...d6 3.d4 3...Nc6 4.d5 4...Nxd5 5.Nf3 5...dxe5 6.Nxe5 6...Ndb4 7.Bd3 7...a6 8.Bb5+ 8...Be6 9.Nc3 9...g5 10.Qe2 10...axb5 11.Qxb5 11...Bh6 12.Qxb4 12...Bd7,11.0,Qd2,"[1, 'None', 7, 'None', 18, 'None', 7, 'None', -100, 'None', -100, 'None', 20, 'None', -100, 'None', -100, 'None', 20, 'None', -100, 'None']","[148, 'None', -54, 'None', -176, 'None', -254, 'None', -100, 'None', -100, 'None', -582, 'None', -100, 'None', -100, 'None', -568, 'None', -100, 'None']",
94,1.e4 1...Nf6 2.e5 2...a5 3.d4 3...Ne4 4.d5 4...Nc6 5.Bc4 5...h5,4.0,Bxf7+,"[1, 'None', 6, 'None', 8, 'None', -100, 'None']","[148, 'None', 122, 'None', 147, 'None', -100, 'None']",
95,1.e4 1...Nf6 2.e5 2...Ng4 3.h3 3...c6 4.d4 4...g6,3.0,Bxg4,"[1, 'None', 8, 'None', 4, 'None']","[148, 'None', 21, 'None', 109, 'None']",
96,1.e4 1...Nf6 2.d4 2...h6 3.Nc3 3...a5 4.Bd3 4...Ra6 5.Qe2 5...c6,4.0,Qxa6,"[3, 'None', 2, 'None', 9, 'None', 7, 'None']","[-2, 'None', 93, 'None', 121, 'None', 319, 'None']",
97,1.e4 1...Nf6 2.d4 2...b5 3.Bxb5 3...Ng4 4.Qd3 4...Ba6 5.Bxa6 5...c6 6.Nf3 6...e5 7.dxe5 7...Qc7,6.0,Qd8#,"[3, 'None', 13, 'None', -100, 'None', 1, 'None', 16, 'None', 11, 'None']","[-2, 'None', 33, 'None', -100, 'None', 507, 'None', 295, 'None', 369, 'None']",
98,1.e4 1...Nf6 2.d4 2...d5 3.e5 3...c5 4.c3 4...Ng8 5.Nf3 5...Bd7 6.Bd3 6...Qc8 7.Qe2 7...Na6 8.Bxa6 8...b5 9.Bxb5 9...Qb8,8.0,Qxb5,"[3, 'None', 1, 'None', 7, 'None', 9, 'None', 3, 'None', 6, 'None', 17, 'None', 1, 'None']","[-2, 'None', 111, 'None', 33, 'None', 72, 'None', 110, 'None', 145, 'None', 124, 'None', 841, 'None']",
99,1.e4 1...Nf6 2.e5 2...a6 3.d4 3...Rg8 4.d5 4...Nh5 5.Nc3 5...Rh8,4.0,Bxh5,"[1, 'None', 9, 'None', 9, 'None', 9, 'None']","[148, 'None', 82, 'None', 240, 'None', 209, 'None']",
100,1.e4 1...Nf6 2.d4 2...Nc6 3.Nc3 3...Rb8 4.Bb5 4...Ng8 5.Bxc6 5...Ra8 6.Bd5 6...f6 7.e5 7...a6 8.e6 8...h5,7.0,Bxh5,"[3, 'None', 3, 'None', -100, 'None', 13, 'None', 1, 'None', 11, 'None', -100, 'None']","[-2, 'None', 56, 'None', -100, 'None', 110, 'None', 1067, 'None', 837, 'None', -100, 'None']",
101,1.e4 1...Nf6 2.d4 2...a6 3.Bd3 3...d5 4.e5 4...c6 5.Nc3 5...Ne4 6.Bxe4 6...Ra7 7.Qg4 7...a5 8.Qxg7 8...Na6,7.0,Qxa8,"[3, 'None', 3, 'None', 1, 'None', 6, 'None', 2, 'None', -100, 'None', -100, 'None']","[-2, 'None', 50, 'None', 133, 'None', 121, 'None', 135, 'None', -100, 'None', -100, 'None']",
102,1.e4 1...Nf6 2.d4 2...c5 3.d5 3...Qc7 4.Nc3 4...a5 5.Bd3 5...e6 6.a4 6...Qb6 7.Qe2 7...Be7 8.dxe6 8...Rg8,7.0,Bxh7+,"[3, 'None', 8, 'None', 1, 'None', 4, 'None', 15, 'None', 16, 'None', 6, 'None']","[-2, 'None', -34, 'None', 128, 'None', 201, 'None', 106, 'None', 174, 'None', 205, 'None']",
103,1.e4 1...Nf6 2.d4 2...e6 3.Nc3 3...a5 4.Bd3 4...Na6,3.0,Bxa8,"[3, 'None', 2, 'None', 8, 'None']","[-2, 'None', 64, 'None', 95, 'None']",
104,1.e4 1...Nf6 2.d4 2...e6 3.Nc3 3...Qe7 4.Nf3 4...c5 5.d5 5...Nxd5 6.exd5 6...e5 7.Bb5+ 7...Nc6 8.Bxc6 8...Kd8,7.0,Bd6,"[3, 'None', 2, 'None', 2, 'None', 7, 'None', 2, 'None', 12, 'None', 4, 'None']","[-2, 'None', 64, 'None', 378, 'None', 127, 'None', 556, 'None', 612, 'None', 543, 'None']",
105,1.e4 1...Nf6 2.e5 2...b6 3.d4 3...Ng8 4.d5 4...a5 5.a4 5...Nc6 6.Bb5+ 6...Nb4 7.Bd3 7...c6 8.dxc6 8...h6,7.0,knight,"[1, 'None', 6, 'None', 20, 'None', -100, 'None', 11, 'None', -100, 'None', 2, 'None']","[148, 'None', 118, 'None', 74, 'None', -100, 'None', 120, 'None', -100, 'None', 19, 'None']",
106,1.e4 1...Nf6 2.Nc3 2...b5 3.Bb5+ 3...Ng4 4.Qxg4 4...c5 5.Qf3 5...g6 6.Qd3 6...Na6,5.0,Qd8#,"[2, 'None', 1, 'None', 1, 'None', 15, 'None', 19, 'None']","[14, 'None', 429, 'None', 725, 'None', 691, 'None', 593, 'None']",
107,1.e4 1...Nf6 2.d4 2...b5 3.Bxb5 3...g5,2.0,Bg3,"[3, 'None', 13, 'None']","[-2, 'None', 33, 'None']",
108,1.e4 1...Nf6 2.d4 2...g5 3.Bxg5 3...c5 4.d5 4...b5 5.Bxb5 5...Bb7 6.Bd3 6...d6 7.Nf3 7...Rg8 8.Qd2 8...a5,7.0,Bxa5,"[3, 'None', -100, 'None', 16, 'None', -100, 'None', 2, 'None', -100, 'None', 15, 'None']","[-2, 'None', -100, 'None', 68, 'None', -100, 'None', 386, 'None', -100, 'None', 311, 'None']",
109,1.e4 1...Nf6 2.e5 2...c6 3.d4 3...Qb6 4.Nc3 4...Rg8 5.Bd3 5...Qc7 6.Qe2 6...Qb6 7.Qe4 7...c5 8.dxc5 8...d6 9.Qxb7 9...dxe5 10.Qxb6 10...Bf5,9.0,queen,"[1, 'None', 2, 'None', -100, 'None', 7, 'None', 7, 'None', -100, 'None', 5, 'None', -100, 'None', 5, 'None']","[148, 'None', 116, 'None', -100, 'None', 218, 'None', 271, 'None', -100, 'None', 79, 'None', -100, 'None', 286, 'None']",
110,1.e4 1...Nf6 2.Nc3 2...b6 3.Bb5+ 3...Nh5 4.Qxh5 4...e6 5.Qd1 5...g5,4.0,Qd4,"[2, 'None', -100, 'None', 1, 'None', 15, 'None']","[14, 'None', -100, 'None', 804, 'None', 607, 'None']",
111,1.e4 1...Nf6 2.e5 2...d6 3.d4 3...h6 4.Nc3 4...Nd5 5.Bd3 5...Qd7 6.Bxh6 6...Nc6 7.Bg5 7...Rxh2,6.0,Qxh2,"[1, 'None', 7, 'None', 12, 'None', 6, 'None', -100, 'None', 4, 'None']","[148, 'None', -54, 'None', 6, 'None', 58, 'None', -100, 'None', -55, 'None']",
112,1.e4 1...Nf6 2.d4 2...d6 3.Nc3 3...Be6,2.0,Nxe6,"[3, 'None', 1, 'None']","[-2, 'None', 143, 'None']",
113,1.e4 1...Nf6 2.d4 2...h6 3.Nc3 3...d6 4.Nf3 4...c6 5.Bd3 5...a6 6.a4 6...Ng8 7.Bxh6 7...Nf6,6.0,Bxf8,"[3, 'None', 2, 'None', 5, 'None', 3, 'None', 5, 'None', -100, 'None']","[-2, 'None', 93, 'None', 69, 'None', 119, 'None', 132, 'None', -100, 'None']",
114,1.e4 1...Nf6 2.d4 2...h6 3.Nc3 3...Rh7 4.Nf3 4...c6 5.Bd3 5...Rh8 6.Bxh6 6...Qc7 7.Qe2 7...e6,6.0,Qg4,"[3, 'None', 2, 'None', 6, 'None', 1, 'None', -100, 'None', 7, 'None']","[-2, 'None', 93, 'None', 273, 'None', 292, 'None', -100, 'None', -172, 'None']",
115,1.e4 1...Nf6 2.d4 2...h6 3.Nc3 3...g6 4.Nf3 4...a6 5.Bg5 5...Bg7,4.0,Bg5,"[3, 'None', 2, 'None', 13, 'None', -100, 'None']","[-2, 'None', 93, 'None', 89, 'None', -100, 'None']",
116,1.e4 1...Nf6 2.d4 2...Na6 3.Bxa6 3...c5 4.dxc5 4...g6 5.Qd4 5...Rg8,4.0,Qd4,"[3, 'None', 2, 'None', 13, 'None', 8, 'None']","[-2, 'None', 147, 'None', 84, 'None', 198, 'None']",
117,1.e4 1...Nf6 2.d4 2...g6 3.Nc3 3...Nxe4,2.0,dxe5,"[3, 'None', 3, 'None']","[-2, 'None', 72, 'None']",
118,1.e4 1...Nf6 2.e5 2...h5 3.Nc3 3...Rh7 4.d4 4...Ng8,3.0,Bxh7,"[1, 'None', 3, 'None', 4, 'None']","[148, 'None', 153, 'None', 297, 'None']",
119,1.e4 1...Nf6 2.e5 2...b5 3.a4 3...Nd5 4.axb5 4...c6 5.d4 5...g5,4.0,dxe5,"[1, 'None', 10, 'None', 1, 'None', 7, 'None']","[148, 'None', 149, 'None', 183, 'None', 162, 'None']",
120,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...Nd7,2.0,dxe6,"[1, 'None', 1, 'None']","[204, 'None', 178, 'None']",
121,1.d4 1...d5 2.c4 2...Nf6 3.Nc3 3...a6 4.e4 4...Nfd7 5.f4 5...a5 6.Bd3 6...h5,5.0,d5,"[1, 'None', 3, 'None', 9, 'None', -100, 'None', 7, 'None']","[204, 'None', 32, 'None', -36, 'None', -100, 'None', 107, 'None']",
122,1.d4 1...d5 2.c4 2...g6 3.Nc3 3...b5 4.cxd5 4...Nd7 5.e4 5...Nb6 6.d6 6...Rb8 7.dxe7 7...Qxe7 8.Bd3 8...Na4,7.0,Bxa4,"[1, 'None', 2, 'None', 1, 'None', 4, 'None', 19, 'None', 3, 'None', 3, 'None']","[204, 'None', 67, 'None', 181, 'None', 210, 'None', 188, 'None', 267, 'None', 247, 'None']",
123,1.d4 1...d5 2.c4 2...c5 3.Nc3 3...Qa5 4.Qd2 4...Qd8,3.0,Qa5,"[1, 'None', 4, 'None', 13, 'None']","[204, 'None', 37, 'None', 26, 'None']",
124,1.d4 1...d5 2.c4 2...f5 3.Nc3 3...a6 4.e4 4...Nh6,3.0,d5,"[1, 'None', 4, 'None', -100, 'None']","[204, 'None', 80, 'None', -100, 'None']",
125,1.d4 1...d5 2.c4 2...Bg4 3.Qb3 3...dxc4 4.Qxc4 4...f6 5.Qc3 5...Bf5,4.0,Qxf6,"[1, 'None', 6, 'None', 3, 'None', -100, 'None']","[204, 'None', 52, 'None', 8, 'None', -100, 'None']",
126,1.d4 1...d5 2.c4 2...Be6 3.Nf3 3...Nc6 4.Nc3 4...Nb8,3.0,Bb5+,"[1, 'None', 3, 'None', 1, 'None']","[204, 'None', 83, 'None', 162, 'None']",
127,1.d4 1...d5 2.c4 2...Na6 3.Nf3 3...f6 4.e3 4...h6 5.Bd3 5...e6 6.Nc3 6...Bb4 7.Qc2 7...Nb8 8.Bd2 8...f5 9.Qb3 9...Bd6 10.Qxb4 10...Rh7 11.Qa3 11...Bf8 12.Qa6 12...Bd7 13.Qa7 13...dxc4,12.0,Qxc4,"[1, 'None', 3, 'None', 3, 'None', 6, 'None', 6, 'None', 6, 'None', 10, 'None', 8, 'None', -100, 'None', -100, 'None', -100, 'None', 4, 'None']","[204, 'None', 93, 'None', 131, 'None', 246, 'None', 213, 'None', 190, 'None', 194, 'None', 198, 'None', -100, 'None', -100, 'None', -100, 'None', -434, 'None']",
128,1.d4 1...d5 2.c4 2...b6 3.Nc3 3...e5 4.dxe5 4...Nd7,3.0,Bd3,"[1, 'None', 5, 'None', 1, 'None']","[204, 'None', 71, 'None', 152, 'None']",
129,1.d4 1...d5 2.c4 2...dxc4 3.Nf3 3...e5 4.Nxe5 4...b5 5.Nc6 5...Qd6 6.Nxb8 6...Qb6 7.Nc6 7...Ne7 8.d5 8...f5 9.d6 9...Qxc6 10.dxe7 10...a6 11.Qd5+ 11...Rb8 12.Qd8# 12...Kf7 13.Qd7# 13...Qc5,12.0,Qd7#,"[1, 'None', 4, 'None', 1, 'None', -100, 'None', 2, 'None', 5, 'None', 4, 'None', -100, 'None', 1, 'None', -100, 'None', 7, 'None', -100, 'None']","[204, 'None', 31, 'None', 83, 'None', -100, 'None', 31, 'None', 7, 'None', 136, 'None', -100, 'None', 198, 'None', -100, 'None', 304, 'None', -100, 'None']",
130,1.d4 1...d5 2.c4 2...e5 3.dxe5 3...Bf5 4.e4 4...Qc8 5.Nc3 5...Nd7 6.Bf4 6...Nxe5 7.Bxe5 7...Bd6 8.Nf3 8...Bg4 9.Qa4+ 9...Kf8 10.Qd7 10...Qb8,9.0,Qxb7,"[1, 'None', 1, 'None', 17, 'None', 20, 'None', -100, 'None', 6, 'None', -100, 'None', 3, 'None', -100, 'None']","[204, 'None', 74, 'None', 18, 'None', -47, 'None', -100, 'None', 411, 'None', -100, 'None', 538, 'None', -100, 'None']",
131,1.d4 1...d5 2.c4 2...b6 3.e4 3...dxc4 4.Bxc4 4...c6 5.Nc3 5...h5 6.Nf3 6...f6 7.d5 7...Rh7 8.dxc6 8...e5 9.Nxe5 9...Qe7 10.Nd7 10...Ba6 11.Bxa6 11...Nxd7 12.Bb7 12...h4,11.0,Bxd7+,"[1, 'None', -100, 'None', 3, 'None', 1, 'None', 2, 'None', 12, 'None', -100, 'None', 18, 'None', 17, 'None', 3, 'None', 4, 'None']","[204, 'None', -100, 'None', 80, 'None', 181, 'None', 273, 'None', 348, 'None', -100, 'None', 260, 'None', 393, 'None', 570, 'None', 638, 'None']",
132,1.d4 1...d5 2.c4 2...Nc6 3.Nf3 3...Bg4 4.e3 4...Nf6,3.0,Bb5+,"[1, 'None', 1, 'None', 2, 'None']","[204, 'None', 81, 'None', 58, 'None']",
133,1.d4 1...d5 2.c4 2...a5,1.0,dxa5,"[1, 'None']","[204, 'None']",
134,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...Qd6,2.0,dxe6,"[1, 'None', 1, 'None']","[204, 'None', 178, 'None']",
135,1.d4 1...d5 2.c4 2...a6 3.cxd5 3...g6 4.e4 4...c5 5.dxc5 5...Nd7 6.Nc3 6...e5,5.0,dxe5,"[1, 'None', 1, 'None', 2, 'None', 1, 'None', 5, 'None']","[204, 'None', 106, 'None', 198, 'None', 305, 'None', 173, 'None']",
136,1.d4 1...d5 2.c4 2...c5 3.Nc3 3...h6 4.e3 4...h5 5.Nf3 5...dxc4 6.Bxc4 6...Nf6 7.d5 7...Qd7 8.d6 8...a5,7.0,d7,"[1, 'None', 4, 'None', 5, 'None', 3, 'None', 1, 'None', 3, 'None', -100, 'None']","[204, 'None', 37, 'None', 65, 'None', 178, 'None', 254, 'None', 211, 'None', -100, 'None']",
137,1.d4 1...d5 2.c4 2...c6 3.Nc3 3...h6 4.e4 4...Be6,3.0,dxe5,"[1, 'None', 2, 'None', 13, 'None']","[204, 'None', 42, 'None', 26, 'None']",
138,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...b5,2.0,Bxb5,"[1, 'None', 1, 'None']","[204, 'None', 178, 'None']",
139,1.d4 1...d5 2.c4 2...Nf6 3.Nc3 3...b5 4.cxd5 4...a5,3.0,Bxb5,"[1, 'None', 3, 'None', 1, 'None']","[204, 'None', 32, 'None', 124, 'None']",
140,1.d4 1...d5 2.c4 2...a5,1.0,dxa5,"[1, 'None']","[204, 'None']",
141,1.d4 1...d5 2.c4 2...Be6 3.Nc3 3...Nf6 4.Nf3 4...Qd6 5.e4 5...Qb4 6.Bd3 6...h5 7.Qc2 7...c6,6.0,Qxb4,"[1, 'None', 2, 'None', 2, 'None', 8, 'None', 11, 'None', 17, 'None']","[204, 'None', 86, 'None', 119, 'None', 127, 'None', 127, 'None', 141, 'None']",
142,1.d4 1...d5 2.c4 2...h6 3.Nc3 3...f6 4.e4 4...dxe4 5.d5 5...e5 6.d6 6...b5,5.0,Bxb5,"[1, 'None', 5, 'None', 2, 'None', 7, 'None', -100, 'None']","[204, 'None', 60, 'None', 403, 'None', 149, 'None', -100, 'None']",
143,1.d4 1...d5 2.c4 2...c5 3.Nc3 3...e6 4.e3 4...Bd6 5.Nf3 5...a6 6.Bd3 6...Nd7 7.Qc2 7...h6 8.Qa4+ 8...Kf8 9.Qb3 9...cxd4,8.0,Qxd4,"[1, 'None', 4, 'None', 3, 'None', 4, 'None', 16, 'None', 15, 'None', -100, 'None', 10, 'None']","[204, 'None', 37, 'None', 3, 'None', 46, 'None', 31, 'None', -32, 'None', -100, 'None', 18, 'None']",
144,1.d4 1...d5 2.c4 2...Bf5 3.Nc3 3...Qd7 4.e3 4...g6,3.0,Bf4,"[1, 'None', 4, 'None', 14, 'None']","[204, 'None', 49, 'None', 81, 'None']",
145,1.d4 1...d5 2.c4 2...Qd7 3.Nc3 3...dxc4 4.Nf3 4...Qg4 5.Qa4+ 5...Kd8 6.Qxc4 6...Bd7 7.Qd3 7...Nc6,6.0,Qd8+,"[1, 'None', 4, 'None', 1, 'None', 6, 'None', 4, 'None', 14, 'None']","[204, 'None', 99, 'None', 176, 'None', 254, 'None', 267, 'None', 205, 'None']",
146,1.d4 1...d5 2.c4 2...c5 3.Nc3 3...dxc4 4.Nf3 4...e6 5.e4 5...Nh6 6.Bxc4 6...Ng4 7.Bd3 7...f6 8.Qe2 8...Nc6,7.0,Qxg4,"[1, 'None', 4, 'None', 3, 'None', 4, 'None', 3, 'None', -100, 'None', 8, 'None']","[204, 'None', 37, 'None', 37, 'None', 29, 'None', 154, 'None', -100, 'None', 101, 'None']",
147,1.d4 1...d5 2.c4 2...Bg4 3.Qb3 3...h6 4.Qxb7 4...Bc8 5.Qxc8 5...Rh7 6.Qa6 6...Nc6 7.Qa7 7...h5,6.0,Qxc6,"[1, 'None', 6, 'None', 1, 'None', -100, 'None', 11, 'None', -100, 'None']","[204, 'None', 52, 'None', 399, 'None', -100, 'None', -238, 'None', -100, 'None']",
148,1.d4 1...d5 2.c4 2...c6 3.Nc3 3...Nd7 4.e4 4...c5 5.dxc5 5...f5 6.exf5 6...Ne5,5.0,Nxe5,"[1, 'None', 2, 'None', 4, 'None', 10, 'None', 1, 'None']","[204, 'None', 42, 'None', 36, 'None', 32, 'None', 386, 'None']",
149,1.d4 1...d5 2.c4 2...Qd6 3.Nc3 3...Na6 4.Nf3 4...e6 5.e4 5...Qe7 6.Bd3 6...g6 7.Qc2 7...Qd7 8.Qa4+ 8...Rb8 9.Qd1 9...Qd8,8.0,Qd4,"[1, 'None', 5, 'None', 4, 'None', 1, 'None', 4, 'None', 15, 'None', -100, 'None', 2, 'None']","[204, 'None', 103, 'None', 216, 'None', 433, 'None', 193, 'None', 180, 'None', -100, 'None', 163, 'None']",
150,1.e4 1...e5 2.Nf3 2...c5 3.Nc3 3...d6 4.d4 4...g6 5.dxe5 5...h5 6.exd6 6...g5 7.Nxg5 7...Nc6 8.Nf7 8...a5 9.Bd3 9...Qb6 10.Qe2 10...Bh3 11.Qxh5 11...Be6,10.0,Qxe6,"[2, 'None', 3, 'None', -100, 'None', 2, 'None', 3, 'None', 7, 'None', -100, 'None', -100, 'None', 19, 'None', -100, 'None']","[49, 'None', 54, 'None', -100, 'None', 307, 'None', 374, 'None', 481, 'None', -100, 'None', -100, 'None', 388, 'None', -100, 'None']",
151,1.e4 1...e5 2.Nf3 2...Qe7 3.Qe2 3...b5,2.0,Bxb5,"[2, 'None', 14, 'None']","[49, 'None', 57, 'None']",
152,1.e4 1...e5 2.Nf3 2...Bb4 3.Bd3 3...h5 4.Qe2 4...Nf6,3.0,Qg4,"[2, 'None', 8, 'None', 8, 'None']","[49, 'None', 55, 'None', 90, 'None']",
153,1.e4 1...e5 2.Nf3 2...Qf6 3.Nc3 3...c5 4.d4 4...a6 5.dxc5 5...Qxf3 6.Qxf3 6...Be7 7.Bd3 7...Kd8 8.Bb5+ 8...h6 9.Bxh6 9...Ke8 10.Qg4 10...b6 11.Qg7 11...Nxh6 12.Qxh6 12...Bd6,11.0,check,"[2, 'None', 1, 'None', 6, 'None', 6, 'None', 1, 'None', 14, 'None', -100, 'None', 9, 'None', -100, 'None', 5, 'None', -100, 'None']","[49, 'None', 209, 'None', 104, 'None', 190, 'None', 532, 'None', 619, 'None', -100, 'None', 616, 'None', -100, 'None', 668, 'None', -100, 'None']",
154,1.e4 1...e5 2.Nf3 2...Nf6 3.d4 3...a6 4.dxe5 4...Qe7 5.Nc3 5...h6 6.Bf4 6...Nh5,5.0,Bxh5,"[2, 'None', 1, 'None', 5, 'None', 3, 'None', 15, 'None']","[49, 'None', 69, 'None', 91, 'None', 451, 'None', 291, 'None']",
155,1.e4 1...e5 2.Nf3 2...Nf6 3.d4 3...Rg8 4.dxe5 4...Rh8 5.Nc3 5...Bb4 6.Bd3 6...Na6 7.Qe2 7...d6,6.0,Qe2,"[2, 'None', 1, 'None', 1, 'None', 6, 'None', 5, 'None', 5, 'None']","[49, 'None', 69, 'None', 273, 'None', 351, 'None', 252, 'None', 332, 'None']",
156,1.e4 1...e5 2.Nf3 2...f6 3.d4 3...exd4 4.Nxd4 4...Ne7 5.Nc3 5...Ng8 6.Bc4 6...g6 7.Bxf7+ 7...Ke7 8.Bd5+ 8...b5,7.0,axb5,"[2, 'None', 1, 'None', 2, 'None', 2, 'None', 1, 'None', -100, 'None', 4, 'None']","[49, 'None', 133, 'None', 148, 'None', 178, 'None', 402, 'None', -100, 'None', 299, 'None']",
